run,model,kd_method,corruption,severity,acc,ece,nll,brier,mean_conf,agreement,kl_ts,agreement_on_teacher_errors
student_resnet8x4_dkd_s1,resnet8x4,dkd,impulse_noise,1,0.5020999908447266,0.11939187347888947,2.106828451156616,0.6654052734375,0.6189244985580444,0.545199990272522,1.1562790870666504,0.2781105935573578
student_resnet8x4_dkd_s2,resnet8x4,dkd,impulse_noise,1,0.5175999999046326,0.10109449177980423,2.001051425933838,0.6425600647926331,0.6171332001686096,0.5478000044822693,1.1324023008346558,0.2702764868736267
student_resnet8x4_dkd_tckd,resnet8x4,dkd,impulse_noise,1,0.36070001125335693,0.34518635272979736,3.942560911178589,0.9448009729385376,0.7058863043785095,0.40059998631477356,3.0209362506866455,0.22534562647342682
student_resnet8x4_kd_s1,resnet8x4,kd,impulse_noise,1,0.47450000047683716,0.265984445810318,2.6099588871002197,0.7765280604362488,0.7404844760894775,0.5055000185966492,1.8004392385482788,0.254147469997406
student_resnet8x4_kd_s2,resnet8x4,kd,impulse_noise,1,0.46549999713897705,0.2599698305130005,2.6651411056518555,0.7846667170524597,0.7252795696258545,0.4968000054359436,1.8286845684051514,0.25115206837654114
student_resnet8x4_dkd_nckd,resnet8x4,dkd,impulse_noise,2,0.2955999970436096,0.11856607347726822,3.0584213733673096,0.8650939464569092,0.41416606307029724,0.36169999837875366,1.507492184638977,0.2193458378314972
student_resnet8x4_dkd_s1,resnet8x4,dkd,impulse_noise,2,0.262800008058548,0.308255136013031,3.7410428524017334,1.0070617198944092,0.5710550546646118,0.353300005197525,1.8523378372192383,0.2272515892982483
student_resnet8x4_dkd_s2,resnet8x4,dkd,impulse_noise,2,0.28529998660087585,0.2617112994194031,3.432887077331543,0.9478614330291748,0.5468869209289551,0.3481000065803528,1.8298914432525635,0.21221515536308289
student_resnet8x4_dkd_tckd,resnet8x4,dkd,impulse_noise,2,0.19130000472068787,0.49994778633117676,6.735873222351074,1.228040099143982,0.6912477612495422,0.25589999556541443,4.428724765777588,0.1787319779396057
student_resnet8x4_kd_s1,resnet8x4,kd,impulse_noise,2,0.259799987077713,0.45178622007369995,4.729838848114014,1.1331814527511597,0.7115861773490906,0.3244999945163727,2.9931411743164062,0.2033793181180954
student_resnet8x4_kd_s2,resnet8x4,kd,impulse_noise,2,0.2362000048160553,0.4564642310142517,4.863454341888428,1.1495119333267212,0.6926642656326294,0.3057999908924103,2.9732584953308105,0.20058906078338623
student_resnet8x4_dkd_nckd,resnet8x4,dkd,impulse_noise,3,0.1826999932527542,0.21031135320663452,3.848585605621338,0.9986124038696289,0.39301133155822754,0.2696000039577484,1.8082917928695679,0.19548286497592926
student_resnet8x4_dkd_s1,resnet8x4,dkd,impulse_noise,3,0.15150000154972076,0.4184951186180115,4.982646465301514,1.1831656694412231,0.5699951648712158,0.2761000096797943,2.1815342903137207,0.21547247469425201
student_resnet8x4_dkd_s2,resnet8x4,dkd,impulse_noise,3,0.1517000049352646,0.4192883372306824,4.869865894317627,1.1829273700714111,0.5709883570671082,0.22709999978542328,2.6002819538116455,0.15848909318447113
student_resnet8x4_dkd_tckd,resnet8x4,dkd,impulse_noise,3,0.11990000307559967,0.5615436434745789,8.491537094116211,1.3448554277420044,0.6814436316490173,0.20180000364780426,4.801088333129883,0.16030633449554443
student_resnet8x4_kd_s1,resnet8x4,kd,impulse_noise,3,0.15839999914169312,0.529496967792511,6.031743049621582,1.290279507637024,0.6875163316726685,0.2443999946117401,3.5321555137634277,0.18133437633514404
student_resnet8x4_kd_s2,resnet8x4,kd,impulse_noise,3,0.14169999957084656,0.5409135222434998,6.37791109085083,1.3164070844650269,0.6826135516166687,0.23479999601840973,3.4955129623413086,0.180685356259346
student_resnet8x4_dkd_nckd,resnet8x4,dkd,impulse_noise,4,0.07810000330209732,0.33328375220298767,4.942502498626709,1.1444494724273682,0.4113837480545044,0.20200000703334808,2.13268780708313,0.17793871462345123
